OBJECTID,Facility Status,Facility Name,CAD Name,AKA,Facility Type,Unit (Firescope three letter identifier),CALFIRE Unit,County,Owner,Funding,Staffing,Address,City,ZIP,Phone (xxx-xxx-xxxx),Latitude,Longitude,GlobalID,x,y
1342,Active,Jones Valley FS,No CAD name Entered,Station 72,FSL,SHU,SHU,Shasta,COUNTY,L,V,14680 Ravine,"Redding, CA",96003,530-275-3132,40.7144940763803,-122.238756424563,58cbdf67-0008-4ac9-bf21-23a025945f63,-189194.411900001,302041.684800001
1343,Active,Lakehead FS,No CAD name Entered,Station 54,FSL,SHU,SHU,Shasta,COUNTY,L,V,20808 Mammoth Drive,Lakehead,96051,530-238-2129,40.8899063826839,-122.385370406146,a5dc849f-0cf0-4ccc-b501-ebb199dd1c6e,-201092.145300001,321810.8357
1344,Active,LaTour Butte LO,SHU Latour Butte LO,,LO,SHU,SHU,Shasta,STATE,B,P,12 Mi Ne Shingletown,Shingletown,96096,,40.6074531144687,-121.708782625659,f3f39b29-454a-4835-8485-a82e97e38507,-144625.6632,289226.583699999
1345,Active,LaTour State Forest HQ,No CAD name Entered,,VC,SHU,SHU,Shasta,STATE,B,P,Bateman Rd.,Whitmore,,530-225-2505,40.6449767203733,-121.69092528788,c0a401db-a798-4b66-940b-802c4e91dd98,-143041.2642,293365.1614
1346,Active,Montgomery Creek FS,No CAD name Entered,Station 71,FSL,SHU,SHU,Shasta,COUNTY,L,V,29876 Highway 299 East,Montgomery Creek,96065,530-337-6779,40.8083359815254,-121.940362648824,30f47de1-6e69-474c-8693-1c03324fc29c,-163768.1272,311901.864700001
1347,Active,North Operations ICC,SHU North Operations ICC,,ICC,SHU,SHU,Shasta,STATE,B,P,6101 Airport Road,Redding,96002,530-224-2445,40.5185995695064,-122.3001759207,5314ed93-005e-49f6-9e74-a3c815ce12e3,-194910.389599999,280421.582599999
1348,Active,Northern Operations OC,SHU Northern Operations OC,,OC,SHU,SHU,Shasta,STATE,B,P,6101 Airport Road,Redding,96002,,40.5186429119505,-122.300374208722,bba11130-f09b-4f9b-b2f9-112c8f1a9afd,-194927.072000001,280426.8017
1349,Active,Oak Run FS,SCFD Co 30,Station 30,FSL,SHU,SHU,Shasta,COUNTY,L,V,27480 Oak Run To Fern Road,Oak Run,96069,530-472-3939,40.6850635965366,-122.031453964142,d24c4720-913a-47fc-9b43-a9c460a36acf,-171748.374,298380.400699999
1350,Active,Old Station FS,No CAD name Entered,St. 12,FSL,SHU,SHU,Shasta,COUNTY,L,V,13385 Highway 44,Old Station,96071,530-335-7111,40.676600701412,-121.428090497072,73644a00-d72d-48da-8c4c-0e26862d724a,-120756.1032,296510.1921
1351,Active,Ono FS,SHU Ono FS,Station #57,FSB,SHU,SHU,Shasta,STATE,B,P,11518 Platina ,Igo,96047,530-396-2202,40.4610125923472,-122.628911896439,1220e553-fd71-4377-9b2f-af4ea744e547,-222937.306500001,274753.3912
1352,Active,Palo Cedro FS,SHS Palo Cedro FS,Station #32,FSA,SHU,SHU,Shasta,COUNTY,A,P,9418 Deschutes Road,Palo Cedro,96073,530-547-2432,40.5613675304307,-122.239114093398,8825d687-ee7a-4c42-9c30-5a9e6ea41063,-189624.981899999,285045.363399999
1353,Active,Pondosa FS,SKU Pondosa FS,,FSB,SKU,SHU,Shasta,STATE,B,P,"29599 Highway 89, P.O. Box 885",McCloud,96057,530-338-1303,41.1549805927212,-121.654181265279,81183799-f5ed-40b6-8d1b-fa1055f559a1,-138944.4509,349913.465600001
1354,Active,Redding AAB,SHU Redding AAB,,AAB,SHU,SHU,Shasta,STATE,B,P,6101 Airport Road,Redding,96002,530-226-2795,40.519827908392,-122.298051831086,8c3228e3-6c40-401d-ae0e-119bb7eafac2,-194727.128699999,280553.5755
1355,Active,Redding FLS,SFM,SFM,SFM,CDF,SHU,Shasta,STATE,B,P,"1900 Churn Creek Rd, Suite 216",Redding,96002,,40.5789557647465,-122.354656337926,2280756d-88e4-4401-814f-3010b9959972,-199359.577199999,287234.195900001
1356,Active,Redding FS,SHS Redding FS,Station #43,FSB,SHU,SHU,Shasta,STATE,B,P,6103 Airport Road,Redding,96002,530-224-2440,40.51977388236,-122.299892914593,b4eb46a0-47e1-4601-9a98-1cf72a39355e,-194883.2501,280551.361
1357,Active,Shasta-Trinity ICC,SHU Shasta-Trinity ICC,,ICC,SHU,SHU,Shasta,STATE,B,P,875 Cypress Ave.,Redding,96001,530-225-2411,40.5739765586271,-122.383174665986,63b5ee32-b7f4-4ab7-ba66-f5ceb73e3b16,-201787.502499999,286742.3992
1358,Active,Shasta-Trinity UH,SHU Shasta-Trinity UH,,HQ,SHU,SHU,Shasta,STATE,B,P,875 Cypress Ave.,Redding,96001,530-225-2418,40.5747690615764,-122.383215400596,a49f615a-12a2-483b-ae22-82552c622bb6,-201788.7391,286830.4553
1359,Active,Shasta College FS,SHC Shasta College FS,stn 73,FSAB,SHU,SHU,Shasta,FIRE DISTRICT,C,P,11555 Old Oregon Trail,Redding,96049,530-225-4628,40.6275281725981,-122.31540711269,021c0221-e850-4276-b0d3-d39914ab6db2,-195905.432800001,292544.5165
1360,Active,Shasta Fire Center,No CAD name Entered,CCC,FCCCC,SHU,SHU,Shasta,STATE,L,P,4900 Mountain Lakes Blvd.,Redding,96003,530-241-3030,40.630595331607,-122.377127617919,ebc6fcaf-665b-46b7-961a-8eccdc46bf8a,-201118.0001,293013.621400001
1361,Active,Shasta FS,SHU Shasta FS,Station #58,FSAB,SHU,SHU,Shasta,STATE,C,P,16064 Homestake Rd,Redding,96033,530-225-2501,40.5906356705003,-122.463708254027,ff9e9352-89fb-4d07-927f-a6e2c5e0e312,-208556.885199999,288765.8412
1362,Active,Shield Training Center,No CAD name Entered,,TC,SHU,SHU,Shasta,CITY,L,P,4300 Caterpillar Rd.,Redding,96003,530-242-2221,40.6266858627937,-122.387747824511,5a857482-1e72-49a9-9c09-cfed2eb90835,-202027.2741,292602.2633
1363,Active,Shingletown FS,SHU Shingletown FS,Station #22,FSAB,SHU,SHU,Shasta,STATE,C,P,32249 Hwy 44,Shingletown,96088,530-474-3115,40.4983144852796,-121.852078184626,6d73bec1-f96a-4ef9-8d2c-3bc1b4207acd,-156989.0539,277337.9903
1364,Active,Shingletown FS,No CAD name Entered,,FSL,SHU,SHU,Shasta,COUNTY,L,V,31990 Highway 44,Shingletown,96088,530-474-3914,40.4965537339381,-121.861481256407,dcc74470-551e-4520-ac03-46e5d68f3db7,-157790.9782,277158.1383
1365,Active,SHU Fuels Crew,,,FxCS,SHU,SHU,Shasta,CITY,,,4300 Caterpillar Rd,Redding,96003,530-242-2221,,,d9b0749a-25a5-4c04-ad3c-ebd57235d6e1,-201981.131100001,292586.3377
1366,Active,Soldier Mountain COM/LO,SHU Soldier Mountain COM/LO,,COM/LO,SHU,SHU,Shasta,STATE,B,P,3 Mi Nw Of Glenburn,Glenburn,96028,,41.074326841117,-121.562860306099,cc10e3a3-9eed-45ad-9b98-b5f14f0aaa92,-131422.059700001,340833.7203
1367,Active,Soldier Mountian FS,No CAD name Entered,Station 13,FSL,SHU,SHU,Shasta,COUNTY,L,V,27990 Spring Creek Road,Fall River Mills,96028,530-336-6613,41.093995199229,-121.514678231882,b9a15985-c139-472a-9e4e-f5a230e91508,-127336.974199999,342950.5338
1368,Active,South County Station 47,Station 47,,FSA,SHU,SHU,Shasta,COUNTY,A,P,19850 Riverside Ave,Anderson Ca,96007,530-365-2447,40.4693278994683,-122.317299410639,d5a3ea9a-febe-42ff-9393-b868e2f18d39,-196494.836999999,274986.613500001
1369,Active,South Fork Mountain COM/LO,SHU South Fork Mountain COM/LO,,COM/LO,SHU,SHU,Shasta,STATE,B,P,5 Mi Nw Of Redding,Redding,96001,,40.6540205430754,-122.522004701857,0130f66f-f59c-4c45-971f-b040fb7a8732,-213303.460000001,295930.875600001
1370,Active,Sugar Pine CC,SHU Sugar Pine CC,,CC,SHU,SHU,Shasta,STATE,B,P,15905 Sugar Pine Camp Road,Bella Vista,96008,530-472-3121,40.7456515623392,-122.092679790601,f31e5dcf-0ea9-449a-b87b-bb3892326702,-176774.248,305217.9684
1371,Active,Trinity River CC,SHU Trinity River CC,,CC,SHU,SHU,Trinity,STATE,B,P,"Forrt 34N76, 9Mi N Of Lewiston",Lewiston,96052,530-286-2880,40.7897090923883,-122.803929600942,fbc4fccd-9bd7-4487-bc48-05fc567e057e,-236695.869899999,311658.4484
1372,Active,Weaverville FS,SHU Weaverville FS,Station #60,FSB,SHU,SHU,Trinity,STATE,B,P,33400 Hwy 3 ,Weaverville,96093,530-623-4201,40.7519439690846,-122.903706164312,b87eb55c-6dbb-4129-af7f-22cbdc5891e4,-245244.4224,307721.372
1373,Active,West Valley FS,No CAD name Entered,Station 55,FSL,SHU,SHU,Shasta,COUNTY,L,V,17952 Gas Point Road,Cottonwood,96022,530-347-7352,40.3889687145881,-122.389721021735,a517d0ef-f178-431c-81f4-bc5bbda5a233,-202860.610400001,266218.532600001
1374,Active,Whitmore FS,SHU Whitmore FS,Station #35,FSB,SHU,SHU,Shasta,STATE,B,P,11787 Ponderosa Way,Whitmore,96096,530-472-3227,40.6310518413393,-121.89461001571,6793d0b5-5283-40aa-8981-999acb844eec,-160299.2466,292145.1711
1375,Active,Whitmore FS,No CAD name Entered,Co 31,FSL,SHU,SHU,Shasta,COUNTY,L,V,20480 Whitmore Road,Whitmore,96096,530-472-3397,40.629569611452,-121.915943152321,a8ad885c-f4db-4262-9038-5c7cdac817ab,-162108.438300001,292016.926000001
1376,Active,Antelope Mtn COM,SKU Antelope Mtn COM,SKUL T2,COM,SKU,SKU,Siskiyou,STATE,B,P,5 Miles Wsw Of Grenada,Grenada,96038,,41.6093534162571,-122.62580472248,b81a81fc-5154-4621-9641-59931174011f,-219145.6632,402146.504000001
1377,Active,Ball Mountain COM ,SKU Ball Mountain COM,,COM,SKU,SKU,Siskiyou,FEDERAL,B,P,10 Mi N Of Grass Lake Via Road,Grass Lake,96058,,41.7953706815592,-122.155857301411,5a32cf03-8fc5-4461-9a21-a4badd982d74,-179461.8653,421781.6439
1378,Active,Deadwood CC,SKU Deadwood CC,,CC,SKU,SKU,Siskiyou,STATE,B,P,17140 Mcadams Creek Road,Fort Jones,96032,530-468-2235,41.6776619515623,-122.824681657504,5ce533a1-7329-49d1-9c3e-41a0eb595b01,-235512.0551,410196.291200001
1379,Active,Duzel Rock LO,SKU Duzel Rock LO,,LO,SKU,SKU,Siskiyou,STATE,B,P,18 Mi Sw Yreka,,,530-598-2699,41.5269279208749,-122.722770940808,d9154b3d-a1be-432c-9636-4d4b03154668,-227497.509199999,393235.855699999
1380,Active,Fort Jones FS,SKU Fort Jones FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"12137 Main Street, P.O. Box 9",Fort Jones,96032,530-468-2696,41.6104844006458,-122.84018755417,b6d3214c-1a7f-499e-961e-f04cb80f6631,-237027.6688,402787.6154
1381,Active,Gunsight COM,SKU Gunsight COM,SKUL T1,COM,SKU,SKU,Siskiyou,STATE,B,P,7.2 Miles West Of Yreka,Yreka,96097,,41.738034120054,-122.776649490305,5805c50b-ea58-432c-93c4-ecf907b0d607,-231313.5305,416770.466399999
1382,Active,Hornbrook FS,SKU Hornbrook FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"14638 Bradley Henley Rd, P.O.",Hornbrook,96044,530-475-3582,41.9035961060472,-122.568479831938,18f37a46-59f1-4e41-b88f-2f547a567a12,-213477.5834,434633.055
1383,Active,Macdoel FS,SKU Macdoel FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,101 Meiss Lake Road,Macdoel,96058,530-398-4331,41.8229565789377,-122.008892877394,8cb57821-72f4-45c9-b8ee-813355672c44,-167164.992799999,424571.1404
1384,Active,McCloud FS,SKU McCloud FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,1509 Squaw Valley Rd,McCloud,96057,530-964-2150,41.2331976509054,-122.135825057309,6106c5a6-8807-4348-bdb0-e94e43e044a1,-179199.293099999,359399.525699999
1385,Active,Mt Hamaker COM,SKU Mt Hamaker COM,SKUL T4,COM,SKU,SKU,,DISTRICT OTHER,B,P,4 Miles Sw Of Keno,Keno,97627,,42.0708178792032,-121.973458792764,f981afae-0b42-4e98-b004-ef9300a3e302,-163646.039999999,451982.492900001
1386,Active,Paradise Craggy LO,SKU Paradise Craggy LO,,LO,SKU,SKU,Siskiyou,STATE,B,P,10 Mi N Of Yreka,Montague,96097,530-598-2690,41.8148014600355,-122.546654420404,e0c9e4c4-f45a-41b6-a44e-c2354d61f8b5,-211928.4329,424742.2477
1387,Active,Quartz Hill LO,SKU Quartz Hill LO,,LO,SKU,SKU,Siskiyou,STATE,B,P,4 Mi W Ft Jones,,,530-598-2634,41.5993790484682,-122.933607674071,6a83f2de-fcf6-49bc-a73d-4f80f8ba5dbc,-244859.734200001,401793.849400001
1388,Active,Siskiyou Fire Center,,,FCFFC,,SKU,Siskiyou,COUNTY,,,1712 Fairlane Rd,Yreka,96097,,,,45a89867-4d91-41f6-9415-b81a6711d95e,-220041.2245,413008.1196
1389,Active,Siskiyou ICC,SKU Siskiyou ICC,,ICC,SKU,SKU,Siskiyou,STATE,B,P,1809 Fair Lane Road,Yreka,96097,530-842-7066,41.7024683193231,-122.641170415654,21ee8e6d-3577-41e7-97eb-124f909d1863,-220138.9242,412505.276799999
1390,Active,Siskiyou UH,SKU Siskiyou UH,,HQ,SKU,SKU,Siskiyou,STATE,B,P,1809 Fair Lane Road,Yreka,96097,530-842-3516,41.7026268937511,-122.641212876331,4f649d98-50f0-4520-86d5-3a297607e81e,-220141.9725,412522.954700001
1391,Active,Slater Butte COM,SKU Slater Butte COM,SKUL T5,COM,SKU,SKU,Siskiyou,STATE,B,P,4.7 Miles North Of Happy Camp,Happy Camp,96039,,41.8577134849805,-123.353227763682,309fed20-fe31-41c3-a314-736a2ecfef60,-278858.786499999,431585.866599999
1392,Active,Soda Mtn COM,SKU Soda Mtn COM,SKUL T3,COM,SKU,SKU,,DISTRICT OTHER,B,P,5 Miles Sw Of Lincoln,Ashland,97520,,42.0645779306109,-122.479173765832,8521b61d-8546-464c-9bee-09b9cdf735c9,-205591.1788,452275.7741
1393,Active,Soda Ridge COM,SKU Soda Ridge COM,SKUL T7,COM,SKU,SKU,Siskiyou,STATE,B,P,1.8 Miles E Of Dunsmuir,Dunsmuir,96025,,41.2248149455742,-122.242200671418,e41c7af5-41dd-4b58-8790-446735adb796,-188145.957599999,358675.698799999
1394,Active,Weed Admin,No CAD name Entered,,TC,SKU,SKU,Siskiyou,STATE,B,P,300 Us-97,Weed,96094,,41.4247066616483,-122.390020940348,fa42f2bf-d1ad-47d7-b59a-1d4d243b6155,-199993.604,381145.404200001
1395,Active,Weed FS,SKU Weed FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"300 Hwy 97, P.O. Box 704",Weed,96094,530-938-2322,41.4252586211104,-122.390673518893,61fa5223-4cee-49fb-a5b2-6f4ca4e8ab49,-200040.0688,381212.6949
1396,Active,Yreka FS,SKU Yreka FS,,FSB,SKU,SKU,Siskiyou,STATE,B,P,"1809 Fairlane Rd, P.O. Box 128",Yreka,96097,530-842-4359,41.7018520865613,-122.640872725562,718f02b3-3761-43df-81c4-b63f35be72d2,-220116.0217,412436.271
1397,Active,Airport FS,SLU Airport Stn,#21,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,4651 Broad Street,San Luis Obispo,93401,805-544-5105,35.2381038856709,-120.636346282974,47b2a223-4fa6-4d6a-ba87-403b98559b5d,-57864.7886000015,-308554.4811
1398,Active,Avila Valley FS,SLU Avila Valley Stn,#62,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,1551 Sparrow Street,San Luis Obispo,93405,805-595-2115,35.1937497261882,-120.718638973494,73c3ad63-26b9-4af9-909a-cb2bcc09d50d,-65385.2456,-313426.3904
1399,Active,Cambria FS,SLU Cambria STN,#10,FSB,SLU,SLU,San Luis Obispo,STATE,C,P,6126 Coventry Ln,Cambria,93428,805-927-4262,35.5728682665771,-121.104367917489,c356a16e-01da-4d7f-a589-88ce63b7db5d,-99989.5745999999,-270985.5114
1400,Active,Carrizo Plain FS,SLU Carrizo Plain Stn,#42,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,"13080 Soda Lake Rd, Pob 3099",California Valley,93453,805-475-2322,35.3209542916618,-120.003507981475,fe0a4e11-09dd-44b7-8db8-281ea6257212,-317.515799999237,-299547.6857
1401,Active,Cayucos FS,SLU Cayucos FS,#11,FSB,SLU,SLU,San Luis Obispo,STATE,B,P,108 Chaney,Cayucos,93430,805-995-1133,35.4211768131601,-120.876305818655,bfb10784-7421-447c-8244-c456a0b73192,-79496.9682999998,-288049.2975
1402,Active,Creston FS,SLU Creston Stn,#50,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,6055 Webster Rd,Creston,93432,805-238-4343,35.5263729996682,-120.521415687928,4b9e3bf9-dc66-40c3-833d-348079be88a1,-47237.6550000012,-276602.533
1403,Active,Cuesta CC,SLU Cuesta CC,Cuesta Camp,CC,SLU,SLU,San Luis Obispo,STATE,B,P,"Rt. 2, Box 427, Bld 962",San Luis Obispo,93401,805-543-9570,35.329401419682,-120.73318646146,733ee4b1-f2e8-494a-bde7-3db450138c97,-66592.3454999998,-298352.0733
1404,Active,Estero Bay Station,Estero Bay Station,#16,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,"201 Cayucos Dr,",Cayucos,93430,8059953372,35.4496869859784,-120.903890287472,16e36f46-ae39-49dd-b26b-f928c78ef59f,-81970.311900001,-284859.3655
1405,Active,Heritage Ranch FS,SLU Heritage Ranch Stn,#33,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,4820 Heritage Road,Paso Robles,93446,805-227-6553,35.7219763345482,-120.885707341949,d225883b-d0ef-43ab-834b-0462635b3e75,-80037.7118999995,-254630.4524
1406,Active,La Panza FS,SLU La Panza FS,#41,FSB,SLU,SLU,San Luis Obispo,STATE,B,P,"5398 Pozo Rd, Star Rt, Box 75A",Santa Margarita,93453,805-438-5460,35.3802319237227,-120.188296575024,dca09803-be89-4753-bf1e-8bf19edd1846,-17090.3103,-292947.2737
1407,Active,Las Tablas FS,SLU Las Tablas FS,#35,FSB,SLU,SLU,San Luis Obispo,STATE,B,P,275 Cypress Mt. Drive,Paso Robles,93446,805-238-4592,35.6568825152173,-120.923302753812,a079a9da-d4c3-4b17-96a5-e332bab98eb2,-83505.4164000005,-261828.7972
1408,Active,Meridian FS,SLU Meridian Stn,#52,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,4050 Branch,Paso Robles,93446,805-237-3155,35.6605841793091,-120.578529866505,0d07965e-149d-4b5d-92cc-5ee7943e60ea,-52321.0082999989,-261664.5774
1409,Active,Mesa FS,SLU Mesa Stn,#22,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,P,2391 Willow Road,Arroyo Grande,93405,805-473-7171,35.046849569765,-120.587440940348,94582eae-c25a-447f-b332-201948d5d128,-53549.2445,-329820.3064
1410,Temporarily Decommissioned,Morro Toro FS,SLU Morro-Toro Stn,#14,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,V,15325 Hwy 41,Atascadero,93422,805-466-5089,35.4535486673281,-120.751244563983,707d43dc-2f2a-4d49-b1ba-ab759ccb6aef,-68123.2294000015,-284551.3056
1411,Active,Mount Lowe COM,SLU Mount Lowe COM,,COM,SLU,SLU,San Luis Obispo,STATE,B,P,Mount Lowe Rd,,,805-543-4244,35.3196467975818,-120.601294512543,9d5deb9a-c3cb-42e0-a010-45e6ad08aae0,-54619.9792000018,-299519.6979
1412,Active,Nipomo FS,SLU Nipomo Stn,#20,FSAB,SLU,SLU,San Luis Obispo,STATE,C,P,450 Pioneer Av,Nipomo,93444,805-929-3911,35.0406924063564,-120.486900066171,a950a8e5-84fa-449c-8384-ccf1e51e8704,-44387.6625999995,-330555.8826
1413,Active,North County Auto Shop,SLU North County Shop,,EQF,SLU,SLU,San Luis Obispo,STATE,B,P,4735 Airport Road,Paso Robles,93446,805-239-1579,35.6700189365411,-120.642468994388,3f0dcfcc-2bb7-4426-857c-1006b6ae0fe1,-58096.4666999988,-260579.3004
1414,Active,Oak Shores FS,SLU Oak Shores Stn,#34,FSA,SLU,SLU,San Luis Obispo,COUNTY,A,V,2569 Shoreline Drive,Paso Robles,93446,805-427-9548,35.756706685999,-120.98429533906,6377a4c1-915b-4f1c-ae96-81085f5baef7,-88906.4697999991,-250684.5744
1415,Active,Parkhill FS,SLU Parkhill Stn,#40,FSAB,SLU,SLU,San Luis Obispo,STATE,C,P,6140 Parkhill Rd,Santa Margarita,93453,805-438-5426,35.4076463483063,-120.545866566287,2f5e3914-a03b-4647-9a52-13beb3cf0682,-49528.7360999994,-289776.887
1416,Active,Paso Robles AAB,SLU Paso Robles AAB,,AAB,SLU,SLU,San Luis Obispo,STATE,B,P,3403 Taxiway A,Paso Robles,93446,805-238-1878,35.67765626408,-120.633087013095,0e1fa33b-f79a-4d32-8a3f-161c09e90ca0,-57242.4142999984,-259736.6245
1417,Active,Paso Robles FS,SLU Paso Robles Stn,#30,FSAB,SLU,SLU,San Luis Obispo,STATE,C,P,2510 Ramada Dr,Paso Robles,93446,805-227-6553,35.5813805835138,-120.695494628635,34a9fcbf-5d2d-44db-bacd-78472b807093,-62963.6490999982,-270391.3896
1418,Active,Pismo Beach FS,SLU Pismo Stn,#64,FSA,SLU,SLU,San Luis Obispo,CITY,A,P,1000 Bello Street,Pismo Beach,93449,805-773-7050,35.1440975382003,-120.640387016131,31a35fff-ea20-443a-8398-f3bca0c55ecc,-58302.7364000008,-318990.9597
1419,Active,Red Hill COM,SLU Red Hill COM,,COM,SLU,SLU,San Luis Obispo,STATE,B,P,,,,805-543-4244,35.6075166266995,-120.256341763781,8e69dd3c-5ba4-4b9e-b32c-383cdfc4814a,-23198.4211999997,-267687.768
1420,Active,Rocky Butte COM,SLU Rocky Butte COM/LO,,COM,SLU,SLU,San Luis Obispo,STATE,B,P,,,,805-543-4244,35.6751940275903,-121.053907610542,aadbab7c-c2a1-42a3-88ac-09988d05e18d,-95294.6843000017,-259671.6065
1421,Active,San Luis Obispo County Fire Drill Grounds,South County Drill Grounds,SCDG,TC,SLU,SLU,San Luis Obispo,COUNTY,A,P,1666 Tehama Ave,San Luis Obispo,93405,,35.3221366448657,-120.748936118106,f15c81be-c7f6-48cf-b47c-edd96121b166,-68030.3451999985,-299147.6779
1422,Active,San Luis Obispo FLS,SFM,,SFM,CDF,SLU,San Luis Obispo,STATE,B,P,"10 Sonoma Ave, Building 814",San Luis Obispo,93405,,35.3234222148864,-120.729641588068,749baf99-0941-4d70-b90a-dfc946881bc7,-66275.4943999983,-299019.121
1423,Active,San Luis Obispo ICC,SLU San Luis Obispo ICC,HQ,ICC,SLU,SLU,San Luis Obispo,STATE,B,P,635 North Santa Rosa,San Luis Obispo,93405,805-543-6909,35.3019084882158,-120.678680038854,0b7ed040-ec1d-4dee-af7a-5f770053a1ff,-61663.6083000004,-301442.1764
1424,Active,San Luis Obispo station 90,SLU San Luis Obispo FS,#23,FSB,SLU,SLU,San Luis Obispo,STATE,C,P,1666 Tehama Ave,San Luis Obispo,93405,805-593-3484,35.301720368293,-120.678471115611,c3e1480c-cf28-4d03-8385-0074c7a8b8e8,-68290.2947000004,-298995.545
1425,Temporarily Decommissioned,San Luis Obispo UH,SLU San Luis Obispo UH,,HQ,SLU,SLU,San Luis Obispo,STATE,B,P,635 North Santa Rosa,San Luis Obispo,93405,805-543-4244,35.3018513139523,-120.67680745969,85d7596a-264e-4194-88dc-c68f6ea42dbb,-61493.5142999999,-301449.7421
1426,Active,San Luis Obispo UH,SLU San Luis Obispo UH,,HQ,SLU,SLU,San Luis Obispo,DISTRICT OTHER,C,P,"1150 Laurel Lane, Suite 175",San Luis Obispo,93401,805-543-4244,35.264,-120.645,fe88dc4a-5726-41b9-a356-035619c2af9e,-58567.2644000016,-305689.0204
1427,Active,Shandon FS,SLU Shandon Stn,#51,FSB,SLU,SLU,San Luis Obispo,STATE,C,P,501 W. Center St,Shandon,93461,805-238-4957,35.656261539726,-120.381239485571,256c0c4a-f2b4-4e16-820a-01716ccfa23d,-34480.1493999995,-262235.0662
1428,Active,SLU Fuels Crew,,Crew3449,FxCS,SLU,SLU,San Luis Obispo,STATE,B,P,4735 Airport Road,Paso Robles,93446,,35.66963769,-120.64388161,156a33ac-4d60-43b8-baf7-056f52d717d4,-58224.4967,-260621.3254
1429,Active,South Bay FS,SLU South Bay Stn,SBTC,FSA,SLU,SLU,San Luis Obispo,DISTRICT OTHER,A,P,2315 Bayview Heights Drive,Los Osos,93402,805-528-1053,35.3094134670072,-120.833854039724,33c08422-858f-48d1-bbe8-2f887ef307ea,-75755.0311999992,-300496.2611
1430,Active,South Bay Training Center,SLU SBTC,,TC,SLU,SLU,San Luis Obispo,COUNTY,A,P,880 Manzanita Drive,Los Osos,93402,805-528-2160,35.309973124857,-120.835769176476,95b70b02-6fdb-4a45-b96f-4096f97cbe6b,-75928.4701999985,-300432.5771
1431,Active,South County Auto Shop,SLU South County Shop,,EQF,SLU,SLU,San Luis Obispo,STATE,B,P,635 North Santa Rosa,Santa Rosa,93405,805-543-3875,35.3021445022922,-120.678194017014,149226c2-7917-4469-a9de-e8ff1d693633,-61619.2617000006,-301416.282
1432,Active,Toro Fire Center,,TORO CAMP,FCCCC,TRO,SLU,San Luis Obispo,STATE,B,P,1575 Sutter Avenue,San Luis Obispo,93405,805-858-8947,35.3193483749001,-120.742160939913,480ca6d7-b83e-4a3a-b6cc-69e2865ca20f,-67416.2021999992,-299462.7162
1433,Active,Altaville FS,TCU Altaville FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,125 North Main St.,Altaville,95221,209-736-2037,38.0833798588206,-120.557063674362,9ed88207-b927-4ed2-acfa-c9f54cb520ec,-48797.489599999,7593.10480000079
1434,Active,Arnold FS,TCU Arnold FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,2517 Hwy 4,Arnold,95223,209-795-1542,38.2353378204553,-120.364751247044,af1dcf69-9edb-463a-ab9d-4a800a2520f2,-31886.0927999988,24403.5677000005
1435,Active,Baseline Fire Center,BSL,Baseline Fire Center,FCFFC,TCU,TCU,Tuolumne,FEDERAL,B,P,16809 New Peoria Flat Rd.,Jamestown,95327,209-984-5287,37.9245572347229,-120.529523744763,7c920fad-4025-4adf-80bd-640efc5fb2bd,-46483.6350000016,-10076.2170000002
1436,Active,Bear Mtn COM,TCU Bear Mountain COM,,COM,TCU,TCU,Calaveras,FEDERAL,B,P,6 Mi Nw Of Pool Sta Rd ,San Andreas,95249,,38.1186109998089,-120.725290995216,0a7b0db1-ab8a-4a36-8a67-a9438e57d953,-63503.9393000007,11609.1569999997
1437,Active,Blanchard FS,TCU Blanchard FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,2990 Hwy 132,La Grange,95329,209-852-2410,37.6783909386934,-120.363274862563,dd2ad076-75a8-47bc-a5cd-18ef826d33b6,-31994.254900001,-37510.2377000004
1438,Active,Blue Mountain COM/LO,TCU Blue Mountain COM/LO,,COM/LO,TCU,TCU,Calaveras,STATE,B,P,3 Mi Sw Of 7N08 On Lookout Rd.,Arnold,95223,209-770-7093,38.3422172093301,-120.364883389,750e22d2-5109-4eee-a447-dbd4c6382070,-31851.9193000011,36284.6611000001
1439,Active,Columbia AAB,TCU Columbia AAB,Columbia,AAB,TCU,TCU,Tuolumne,STATE,B,P,10723 Airport Rd,Columbia,95310,209-532-2911,38.0363881059683,-120.410163249302,3443edba-2f32-480c-80ed-537efbefb64a,-35951.7487999983,2303.61280000024
